Restaurant_address,Restaurant_name,online_order,book_table,Rating,Votes,location,restaurant_type,dish_liked,cuisines,Cost_for_two_people,reviews_list,listed_in_type,listed_in_city
"Near Swastik Vinayaka Sai Temple, Nehru Road, Seshadripuram, Bangalore",DeliToons,No,No,4,126,Koramangala 6th Block,Quick Bites,"Sandwiches, Sandwich, Salads, Shahi Paneer","Sandwich, Pizza, Salad",300,Very Good Service,Delivery,Marathahalli
"16/1 Kalappa Block Ramchandrapuram, Seshadripuram, Bangalore",The Mylapore Cafe,No,No,3.7,23,Koramangala 1st Block,Quick Bites,Not available,South Indian,150,Good Food and Service,Dine-out,Sahakara Nagar
"2/1, Place Plaza, 1St Main, Guttahalli, Seshadripuram, Bangalore",Shree Jagannath Kitchen,No,No,0,0,Ejipura,Quick Bites,Not available,"North Indian, Chinese",250,Needs Improvement,Dine-out,New BEL Road
"123, 1St Main Road, Guttahalli Circle, Seshadripuram, Bangalore",FNC Seafood,No,No,3.8,56,Koramangala 7th Block,Food Court,"Sea Food Platter, Fish N Chips, Fish Fingers, Fries, Prawn Noodles","Seafood, Fast Food",400,Good Food and Service,Delivery,Jayanagar
"Gutahalli Circle, Sankey Road, Bangalore",Pancharangi Cafe,No,No,0,0,Koramangala 1st Block,Quick Bites,Not available,North Indian,500,Needs Improvement,Dine-out,Electronic City
"167, Opposite Natraj Theatre, Sc Road, Seshadripuram, Bangalore",Nammuraa Ruchi,No,No,0,0,Koramangala 1st Block,Quick Bites,Not available,South Indian,100,Needs Improvement,Dine-out,Bellandur
"3, Industrial Suburb, Opposite To Sheraton Hotel, Near Orion Mall, Rajajinagar, Bangalore",Paris Food Court,No,No,0,0,Ejipura,Quick Bites,Not available,"North Indian, Kerala, South Indian",300,Needs Improvement,Dine-out,JP Nagar
"19/2, Kumara Krupa Road, Off Race Course Road, Bangalore",Al Hayath Ambur Biryani,No,No,3.3,9,Ejipura,Quick Bites,Not available,Biryani,200,Average Experience,Dine-out,Whitefield
"719/A, Dr Mc Modi Hospital Rd, Basaveshwar Nagar, Rajajinagar, Bangalore",New Mathrusree Sagar,No,No,0,0,Ejipura,Quick Bites,Not available,South Indian,200,Needs Improvement,Dine-out,Jayanagar
"28, 12Th Main, 1St Block, Rajajinagar, Bangalore",Jai Shri Ganesh,No,No,0,0,Ejipura,Quick Bites,Not available,North Indian,100,Needs Improvement,Dine-out,Koramangala 4th Block
"4Th & 5Th Floor, Sree Premprasad Complex, Opposite Ramaiah Hospital, New Bel Road, Bangalore",Cauvery Fast Food,No,No,3.2,4,Ejipura,Quick Bites,Not available,Chinese,150,Average Experience,Dine-out,Malleshwaram
"Dr Rajkumar Road, Opposite Kle College, Near Navrang Theatre, Rajajinagar, Bangalore",Crunch Pizzas,No,No,2.3,77,Koramangala 1st Block,Quick Bites,Not available,"Italian, Pizza",600,Needs Improvement,Delivery,Kammanahalli
"Raceview Hotel, Madhava Nagar, Race Course Road, Bangalore",Royal Fast Food,No,No,0,0,Ejipura,Quick Bites,Not available,"South Indian, Chinese",300,Needs Improvement,Dine-out,Koramangala 4th Block
"765, 1St Main Road, 5Th Cross, Near Rto Office, Yeshwantpur, Bangalore",Southern Stop,No,No,0,0,Koramangala 6th Block,Quick Bites,Not available,South Indian,300,Needs Improvement,Dine-out,Koramangala 6th Block
"459/64, 5Th B Cross, Triveni Road, Yeshwantpur, Bangalore",Sri Durga Donne Biryani,No,No,0,0,Ejipura,Quick Bites,Not available,Biryani,150,Needs Improvement,Dine-out,Indiranagar
"399/34, 19Th Main, Near Navarang Theatre, 2Nd Block, Rajajinagar, Bangalore",Ksheera Sagar,No,No,0,0,Koramangala 8th Block,Quick Bites,Not available,South Indian,300,Needs Improvement,Dine-out,Indiranagar
"6-1, Highgrounds, Kumarakrupa Road, Madhava Nagar, Near, Race Course Road, Bangalore",Momo Time,Yes,No,0,0,Ejipura,Quick Bites,Not available,"Momos, Chinese",300,Needs Improvement,Dine-out,Bannerghatta Road
"Ksdl Building, Srigandhanagar, Opposite Ravindu Toyoto Showroom, Rajajinagar, Bangalore",Pathaan Sir,Yes,No,3.8,132,Koramangala 7th Block,Quick Bites,"Rolls, Momos, Chicken Egg Roll, Fries, Cheese Roll, Veggie Roll","Rolls, Chinese",300,Good Food and Service,Dine-out,Jayanagar
"2956/A, 2Nd Stage, Near Navrang Theatre, Rajajinagar, Bangalore",Shanghai Times,No,No,2.8,13,Koramangala 6th Block,Quick Bites,Not available,"Chinese, Momos",500,Average Experience,Dine-out,Indiranagar
"Shop 410, 4Th Cross, Msr Nagar, Pipeline Road, New Bel Road, Bangalore",Dhang Ka Khana,Yes,No,3.7,34,Ejipura,Quick Bites,Panneer Butter Masala,North Indian,200,Good Food and Service,Dine-out,Bellandur
"199/B, 10Th Main Road, 4Th Block, Rajajinagar, Bangalore",Sri Durga Fast Food,No,No,0,0,Ejipura,Quick Bites,Not available,Fast Food,100,Needs Improvement,Dine-out,Shanti Nagar
"255/, 9Th Cross Road, 1St N Block, Rajajinagar, Bangalore",Agraharaa,No,No,0,0,Koramangala 6th Block,Quick Bites,Not available,South Indian,150,Needs Improvement,Dine-out,Bannerghatta Road
"Hotel Krishinton, M. S. Ramaiah Main Road, Mathikere, Yeshwantpur, Bangalore",KLINX - Hilton Bangalore Embassy GolfLinks,No,Yes,4.2,209,Domlur,Bar,Cocktails,"European, Asian",2000,Very Good Service,Dine-out,Church Street
"Shop 764/5, 1St Main Road, K.N. Extension, Yeshwanthpur, Bangalore",The Salt Grill - Hilton Bangalore Embassy Golflinks,No,Yes,4.1,94,Domlur,Fine Dining,"Cocktails, Chicken Satay, Sunday Brunch","European, Mediterranean, Salad",3000,Very Good Service,Dine-out,Kammanahalli
"3061/24, Kuvempu Road, 1St Main, 1St Cross, C Block, Gayathrinagar, Rajajinagar, Bangalore",Kanti Sweets,Yes,No,3.8,49,HSR,"Sweet Shop, Quick Bites",Not available,"Mithai, Street Food",400,Good Food and Service,Dine-out,Koramangala 6th Block
"Hotel Grand Bee, 37/1, Railway Parallel Road, Yeshwantpur, Bangalore",re:cess - Hilton Bangalore Embassy GolfLinks,No,Yes,4.1,146,Domlur,"Casual Dining, Bar","Coffee, Cheesecake, Paratha, Hot Chocolate, Biryani, Donut","South Indian, North Indian, Continental, European",1200,Very Good Service,Dine-out,Kaggadasapura
"10Th Main Road, 3Rd Block, Besides Canara Bank, Rajajinagar, Bangalore",Sizzling Tandoor,No,No,3.1,5,Domlur,Food Court,Not available,"Mughlai, North Indian, Biryani",400,Average Experience,Dine-out,Jayanagar
"Rockline Building, 20Th Cross, Mkk Main Road, Near Navrang Circle, Rajajinagar 1St Block, Bangalore, Rajajinagar, Bangalore",Rufi's Kati Roll,No,No,0,0,Domlur,Food Court,Not available,Rolls,300,Needs Improvement,Dine-out,Marathahalli
"1869, 1St Main Road, Near Kuvempu Metro Station, 2Nd Stage, Rajajinagar, Bangalore",Cafe Coffee Day,Yes,No,2.9,70,Koramangala 5th Block,Cafe,Cappuccino,Cafe,650,Average Experience,Cafes,Koramangala 4th Block
"Ward No.76, Gayathri Nagar, Rajajinagar, Bangalore",99 Variety Dosa & Pav Bhaji,Yes,No,3.8,16,Koramangala 6th Block,Quick Bites,Not available,"South Indian, North Indian, Street Food",250,Good Food and Service,Delivery,Jayanagar
"Hotel Grand Bee, 37/1, Railway Parallel Road, Near R.T.O, Yeshwantpur, Bangalore",Firangi Bake,Yes,No,4,70,Koramangala 8th Block,Delivery,"Lasagne, Chicken Masala, Garlic Bread","Mexican, Italian",600,Very Good Service,Delivery,Whitefield
"969/2, Opposite Esi Hospital, 3Rd Block, Rajajinagar, Bangalore",Paratha Plaza,Yes,No,3.9,41,Koramangala 5th Block,Quick Bites,Sattu Paratha,North Indian,250,Good Food and Service,Delivery,Indiranagar
"1690,3Rd Main Road, Nagappa Block, Srirampuram, Rajajinagar, Bangalore",Juicy Momos,Yes,No,3.2,4,Jayanagar,Kiosk,Not available,"Tibetan, Momos",250,Average Experience,Delivery,St. Marks Road
"100, 12Th Main, 17Th Cross 1St Block, Rajajinagar, Bangalore",BOX8- Desi Meals,Yes,No,4.4,405,Koramangala 5th Block,"Takeaway, Delivery","Paratha, Dal Makhani, Biryani, Gulab Jamun, Sandwiches, Brownie Chocolate, Salads","North Indian, Mughlai, Fast Food",500,Very Good Service,Delivery,HSR
"125, K Block, Dr Rajkumar Road, Rajajinagar, Bangalore",Ande Ka Funda,No,No,3.2,9,Koramangala 5th Block,Quick Bites,Not available,"North Indian, Chinese, Rolls",250,Average Experience,Delivery,Malleshwaram
"640, Dr Rajkumar Road, 2Nd Stage, Rajajinagar, Bangalore",Kettle & Kegs,Yes,No,0,0,BTM,Delivery,Not available,"Tea, Beverages",200,Needs Improvement,Delivery,Malleshwaram
"38/1, 1St Main Road, Model Colony, Yeshwantpur, Bangalore",Mojo Pizza - 2X Toppings,Yes,No,4.3,34,BTM,Quick Bites,"Pizza, Spicy Paneer, Chicken Wings, Garlic Bread",Pizza,600,Very Good Service,Delivery,Koramangala 5th Block
"1699/43, Dr Rajkumar Road, Prakashnagar, Rajajinagar, Bangalore",Hotel Darshan Paradise,Yes,No,3.6,15,BTM,Quick Bites,Not available,"North Indian, Chinese",300,Good Food and Service,Delivery,Koramangala 6th Block
"1706, Dr Rajkumar Road, 3Rd Stage, Rajajinagar, Bangalore",Swad Restaurant,Yes,No,3.3,104,BTM,Other,Butter Chicken,"North Indian, Chinese",500,Average Experience,Delivery,Indiranagar
"53, 9Th Main Road, 6Th Cross, Near Srirampuram Police Station, Majestic, Bangalore",Y Not Shawarma,No,No,3.5,10,BTM,Quick Bites,Not available,Arabian,300,Good Food and Service,Delivery,Jeevan Bhima Nagar
"2, 41St Cross, Sri Rama Mandir, 4Th Block, Rajajinagar, Bangalore",Navaneetha,No,No,3.3,4,Koramangala 8th Block,Quick Bites,Not available,"Andhra, Chinese",350,Average Experience,Delivery,Indiranagar
"Raj Kumar Road, Rajarajeshwari Chaudhary Landmark, Hyundai Car Showroom, Rajajinagar, Bangalore",CakeZone,No,No,3.9,124,Koramangala 4th Block,Bakery,"Cup Cake, Blueberry Cheesecake, Coffee, Cake Pops, Pineapple Cake, Brownie","Bakery, Desserts",500,Good Food and Service,Desserts,Malleshwaram
"36/A, 36Th Cross, 2Nd Block, Rajajinagar",CakeWalk,No,No,4,366,Koramangala 4th Block,"Dessert Parlor, Bakery","Donut, Chocolate Truffle, Rainbow Cake, Cup Cake, Sandwiches, Eggless Cake, Cheesecake","Desserts, Bakery",300,Very Good Service,Delivery,Marathahalli
"141, 1St Main Rd, 1St Phase, Manjunath Nagar, Basaveshwar Nagar, Bangalore",Ibaco,Yes,No,4.2,348,Koramangala 4th Block,Dessert Parlor,"Icecream Cake, Hot Chocolate, Brownie, Fig N Honey, Chocolate Fudge, Custard Apple, Cream Cake",Desserts,300,Very Good Service,Desserts,Marathahalli
"1St Block, Rajajinagar Metro Station 'B' Gate, Rajajinagar, Bangalore",Pizza Hut,Yes,No,3.7,116,Koramangala 5th Block,Quick Bites,"Pizza, Lemonade, Pasta","Pizza, Fast Food",750,Good Food and Service,Dine-out,Jayanagar
"470, 9 A Cross, Triveni Road, Yeshwantpur, Bangalore",Domino's Pizza,Yes,No,0,0,Koramangala 5th Block,Quick Bites,Not available,"Pizza, Fast Food",400,Needs Improvement,Dine-out,Bellandur
"Mkk Road, Oppiste Gayathrinagar Entrance Junction, Rajajinagar, Bangalore",Bharathi Refreshments,No,No,3.4,4,Koramangala 8th Block,Quick Bites,Not available,"South Indian, North Indian",300,Average Experience,Dine-out,Hennur
"Woc Main Road, Oppsite. Axis Bank, Rajajinagar, Bangalore",Nanna Munna Paratha House,Yes,No,3.5,12,BTM,Quick Bites,Not available,North Indian,300,Good Food and Service,Dine-out,Whitefield
"In Front Of Kle College Canteen, Near By Rajajinagar Police Station Rajajinagar, Bangalore",Cafe Coffee Day,Yes,No,3.7,18,Koramangala 6th Block,Cafe,Not available,"Cafe, Fast Food",900,Good Food and Service,Cafes,Koramangala 5th Block
"272, 12Th Cross Road, Mahalakshmipuram Layout, Basaveshwara Nagar, Bangalore",Mojo Pizza - 2X Toppings,Yes,No,4.4,115,Koramangala 6th Block,"Takeaway, Delivery","Garlic Bread, Cheese Burst Pizza, Meat Eater Pizza",Pizza,600,Very Good Service,Delivery,Electronic City
"Bandireddy Circle, Bashyam Nagar, Srirampura, Rajajinagar, Bangalore, Bengaluru",Biryani Junction,Yes,No,2.3,298,Bommanahalli,Quick Bites,"Raita, Vegetable Biryani, Biryani Combo","Biryani, North Indian, Chinese",450,Needs Improvement,Delivery,Banaswadi
"143, 1St Block, 19Th Main Road, Opposite Canara Bank, Rajajinagar, Bangalore",Ice Cafe & Lassi Shop,Yes,No,3.6,29,BTM,Beverage Shop,Not available,"Beverages, Juices",100,Good Food and Service,Delivery,Jayanagar
"35, 4Th Floor, Kadubeesanahalli, Marathalli Outer Ring Road, Opposite Oracle & Jp Morgan, Marathahalli, Bangalore",Stuffd,Yes,No,3.8,33,Old Airport Road,"Takeaway, Delivery","Gol Gappe, Noodles, Lassi, Chocolate Milkshake","Continental, North Indian",500,Good Food and Service,Delivery,Malleshwaram
"90/4, 3Rd Floor, Outer Ring Road, Munnekollaly Village, Marathahalli, Bangalore",Foreign cafe,Yes,No,3.8,44,Koramangala 7th Block,Delivery,Not available,Continental,500,Good Food and Service,Delivery,Whitefield
"2Nd Floor, Soul Space Paradigm, Above Bata Showroom, Outer Ring Road, Marathahalli, Bangalore",Shake The Shake,Yes,No,0,0,Ejipura,Quick Bites,Not available,Juices,200,Needs Improvement,Delivery,Marathahalli
"9/1, 1St Floor, Above Surya Nissan, Vrr Orchid, Doddanakkundi, Marathahalli, Bangalore",Kettle & Kegs,Yes,No,0,0,Koramangala 1st Block,Delivery,Not available,"Tea, Beverages",200,Needs Improvement,Delivery,Marathahalli
"Rooftop, 90/4, Above Ab'S, Near Park Plaza Hotel, Outer Ring Road, Marathahalli, Bangalore",Sector 7 cafe,Yes,No,4.3,1105,HSR,Cafe,"Pizza, Pancakes, Pasta, Burgers, Buffalo Wings, Peri Peri Chicken Steak, Latte","Cafe, Continental, Pizza, Salad",700,Very Good Service,Delivery,Whitefield
"Radisson Blu, 90/4, Outer Ring Road, Munnekollaly Village, Marathahalli, Bangalore",Ande Ka Funda,No,No,3.1,41,Koramangala 6th Block,Quick Bites,Not available,"North Indian, Chinese, Rolls",250,Average Experience,Delivery,Brookefield
"Soul Space Arena, 3Rd Floor, Doddanekundi Main Road, Chinappa Layout, Marathahalli, Bangalore",Tasty Kitchens,Yes,No,0,0,Koramangala 6th Block,Quick Bites,Not available,Pizza,500,Needs Improvement,Delivery,BTM
"3Rd Floor, Kings Cross Building, Beside Innovative Multiplex, Marathahalli, Bangalore",Nutri Fit,No,No,0,0,Koramangala 6th Block,"Takeaway, Delivery",Not available,Healthy Food,300,Needs Improvement,Delivery,Electronic City
"4Th Floor, 39/5, Rbd Sarovar Portico, Doddanekundi, Outer Ring Road, Marathahalli, Bangalore",Rveur Chocolates,No,No,3.7,13,Koramangala 4th Block,Dessert Parlor,Not available,Desserts,400,Good Food and Service,Delivery,HSR
"Seapot No.92/5, 4Th Floor, Outer Ring Road, Maratahalli, Bangalore, Marathahalli, Bangalore",Thottathil Restaurant,No,No,3.8,70,BTM,Quick Bites,Not available,"Kerala, South Indian, Biryani",300,Good Food and Service,Delivery,Indiranagar
"Iris Inn, 21, 22/3, Outer Ring Road, Mahadevpura, Near Marathahalli, Marathahalli, Bangalore",BOX8- Desi Meals,Yes,No,3.8,4,Indiranagar,"Takeaway, Delivery",Not available,"North Indian, Mughlai, Fast Food",500,Good Food and Service,Delivery,Indiranagar
"38/3, Opposite Emc 2, Doddanekkundi Orr, Marathahalli, Bangalore",Krispy Kreme,Yes,No,3.4,10,Koramangala 6th Block,Dessert Parlor,Not available,"Desserts, Beverages",300,Average Experience,Desserts,Koramangala 4th Block
"Shop 2, Survey 41, Ferns City Road, Doddanekundi, Marathahalli, Bangalore",Baskin Robbins,No,No,3,66,Koramangala 6th Block,Dessert Parlor,"Mississippi Mud, Brownie","Ice Cream, Desserts",250,Average Experience,Delivery,Koramangala 6th Block
"92/4, Papaiah Reddy Building, Opposite Home Town, Outer Ring Road, Marathahalli, Bangalore",Oven Fresh,No,No,0,0,Domlur,Bakery,Not available,"Bakery, Fast Food",600,Needs Improvement,Desserts,Church Street
"21, Outer Ring Rd, Near More, Saraswathi Nagar, B Narayanapura, Mahadevapura, Marathahalli, Bangalore",YORK St.,Yes,No,4.4,950,Koramangala 5th Block,Cafe,"Beef Steak, Custard, Burgers, Beef Stroganoff, Salad, Sandwich, Sandwiches","Cafe, European, Continental",900,Very Good Service,Dine-out,Marathahalli
"Opposite Oracle Valence Block, Prestige Teck Park Iii Entrance Gate, Kariamma Agrahara Road, Kadubeesanahalli, Marathahalli, Bangalore",cafe S,No,No,3.2,4,Koramangala 4th Block,Cafe,Not available,"Cafe, American, European",600,Average Experience,Dine-out,Frazer Town
"111/4, Abbi Towers, Sgr Dental College Road, Munnekolala, Marathahalli, Bangalore Landmark: Opposite To Church",McDonald's,Yes,No,3.9,357,Koramangala 7th Block,Quick Bites,"Burgers, Wedges, Ice Tea, Maharaja Burger, Maharaja Mac, French Fries, Hash Brown","Fast Food, Burger",500,Good Food and Service,Dine-out,Kalyan Nagar
"2 Food Court, Bagmane Constellation Business Park, Mahadevapura Orr, Doddanekkundi, Marathahalli, Bangalore",WOW! Momo,Yes,No,3.8,102,Koramangala 7th Block,Quick Bites,"Chocolate Momos, Thukpa, Tandoori Momos, Paneer Momos","Tibetan, Momos",400,Good Food and Service,Dine-out,Brookefield
"1630, 6Th Main Road, Aecs Layout E Block, Marathahalli, Bangalore",Brothers Bar & Kitchen,No,No,3.4,5,BTM,Casual Dining,Not available,"Chinese, North Indian",1000,Average Experience,Dine-out,Brookefield
"Nageshwar Rao Building, 3Rd Crass Kamadhenu, Layout B Narayanapura, Mahadevapura, Marathahalli, Bangalore",Hotel Sekar,Yes,No,0,0,BTM,Quick Bites,Not available,North Indian,200,Needs Improvement,Dine-out,Malleshwaram
"35, Sri Maheshwari Nilaya, Behind Maheshwari Temple, Near More, Mahadevapura, Marathahalli, Bangalore",Cafe Coffee Day,Yes,No,3.2,73,Koramangala 7th Block,Cafe,"Coffee, Cappuccino, Burgers, Garlic Bread, Sandwich",Cafe,650,Average Experience,Cafes,Jayanagar
"Kaggadaspura Main Road, Cv Raman Nagar, Bangalore",Brownie Heaven,Yes,No,3.9,18,Koramangala 5th Block,Dessert Parlor,Not available,Desserts,300,Good Food and Service,Delivery,Electronic City
"A 1 & 2, Ground Floor, Saroj Square, White Field Main Road, Marathahalli, Bangalore",The Yellow Chilli,Yes,Yes,3.8,584,Jayanagar,Casual Dining,"Spring Roll, Tomato Soup, Mocktails, Sweet Corn Soup, Gulab Jamun, Roti, Paneer Tikka","North Indian, Mughlai, Biryani",1200,Good Food and Service,Delivery,Kammanahalli
"Prestige Tech Park, Outer Ring Road, Marathahalli, Bangalore",Baskin Robbins,Yes,No,3.8,23,Koramangala 3rd Block,Dessert Parlor,Not available,"Ice Cream, Desserts",250,Good Food and Service,Delivery,JP Nagar
"1, Ysr Skyline, Near Raga Apartments, Vankateshwar Layout, Mahadevpura, Marathahalli, Bangalore",cafe Morish,Yes,No,4.1,115,Richmond Road,Cafe,"Coffee, Pizza, Pasta, Burgers, Eggs Benedict, Brownie Fudge, Salad","BBQ, Continental, Burger, Wraps, Pizza, Cafe",700,Very Good Service,Delivery,Whitefield
"93/7, C Narayana Reddy Plaza, Marathahalli , Outer Ring Road",Hunger Lust,Yes,No,0,0,Wilson Garden,Quick Bites,Not available,"Fast Food, Chinese, North Indian",250,Needs Improvement,Delivery,Indiranagar
"1, Diaganolly Opposite To Innovative Multiplex, Outer Ring Road, Marathahalli, Bangalore",Srinivasa Mess,No,No,3.7,34,Wilson Garden,Mess,Not available,"Andhra, Chinese",300,Good Food and Service,Delivery,Jayanagar
"Ferns City Road, Opposite Fern Vars Jacaranda , Doodenekundi, Marathahalli, Bangalore",Sri Venkatesha Iyengar's Bakery,No,No,0,0,Wilson Garden,"Takeaway, Delivery",Not available,Bakery,500,Needs Improvement,Delivery,Malleshwaram
"5/3, Beml Layout, Kundanahalli Gate, Brookefields, Beml Layout, Brookefield, Bangalore",Lord of Combos,No,No,0,0,Koramangala 5th Block,Delivery,Not available,North Indian,500,Needs Improvement,Delivery,Indiranagar
"32/1, 3Rd Floor, Marathahalli - Sarjapur Outer Ring Road, Marathahalli, Bangalore",Corner House Ice Cream,No,No,4.5,1547,Koramangala 7th Block,Dessert Parlor,"Hot Chocolate Fudge, Caramel Ice Cream, Brownie Sundae, Banana Split, Thick Shakes, Brownie Chocolate, Apple Pie","Ice Cream, Desserts",400,Best Experience,Desserts,Indiranagar
"89/1, Service Road, Sri Balaji Layout, Chandra Layout, Marathahalli, Bangalore",Keventers,Yes,No,3.2,6,Koramangala 7th Block,"Beverage Shop, Dessert Parlor",Not available,"Desserts, Beverages, Ice Cream",400,Average Experience,Desserts,Indiranagar
"Marathalli - Kadubeesanahalli Road, Marathahalli, Bangalore",Shree Saraswathi Sweets Centre,Yes,No,3.4,9,Wilson Garden,"Sweet Shop, Quick Bites",Not available,"Mithai, Street Food",100,Average Experience,Desserts,Kalyan Nagar
"3, Rnr Complex, Pwd Main Road, Akash Nagar, Dooravaninagar Post, Narayanapura, Outer Ring Road, Marathahalli, Bangalore",Bake Land,No,No,3.2,15,Wilson Garden,Bakery,Not available,Bakery,150,Average Experience,Desserts,Yeshwantpur
